index,x,y  # MediaPipe 468, image coords [0,1] y-down
0,0.284303,0.569561
1,0.276434,0.504104
2,0.280169,0.521059
3,0.260126,0.427558
4,0.274693,0.481851
5,0.273594,0.450632
6,0.273213,0.370117
7,0.162225,0.345229
8,0.270959,0.300204
9,0.269145,0.267715
10,0.262224,0.146348
11,0.284978,0.578291
12,0.286030,0.586587
13,0.286686,0.592875
14,0.287148,0.593594
15,0.287498,0.604240
16,0.288368,0.616491
17,0.289338,0.629061
18,0.292537,0.649925
19,0.277863,0.514443
20,0.263039,0.513280
21,0.103717,0.246694
22,0.208507,0.364352
23,0.192471,0.366384
24,0.176660,0.366946
25,0.155929,0.353666
26,0.221883,0.360788
27,0.178349,0.298188
28,0.199049,0.300996
29,0.161155,0.303281
30,0.151426,0.313459
31,0.143126,0.369479
32,0.236333,0.683016
33,0.155813,0.338227
34,0.099993,0.350174
35,0.125135,0.352917
36,0.196213,0.470917
37,0.261890,0.565964
38,0.265291,0.586622
39,0.242292,0.570074
40,0.228935,0.572977
41,0.248556,0.585076
42,0.235512,0.583266
43,0.210705,0.601075
44,0.263389,0.504401
45,0.259499,0.482222
46,0.131841,0.298837
47,0.229909,0.411429
48,0.230052,0.491199
49,0.228765,0.477640
50,0.146917,0.465260
51,0.259226,0.453114
52,0.166234,0.277759
53,0.145351,0.284174
54,0.116910,0.210575
55,0.237300,0.296867
56,0.216874,0.312204
57,0.195544,0.578046
58,0.132850,0.560677
59,0.242221,0.504365
60,0.253927,0.511410
61,0.209675,0.576051
62,0.213707,0.577608
63,0.137854,0.269663
64,0.230097,0.498936
65,0.195654,0.279871
66,0.191580,0.261171
67,0.171942,0.164223
68,0.125960,0.239994
69,0.181339,0.212325
70,0.123092,0.287102
71,0.112084,0.268478
72,0.263009,0.576773
73,0.245353,0.577723
74,0.232050,0.577511
75,0.245805,0.508166
76,0.211812,0.576756
77,0.221861,0.586706
78,0.216049,0.578801
79,0.247779,0.500588
80,0.238487,0.587356
81,0.251753,0.590101
82,0.267871,0.592491
83,0.269572,0.649794
84,0.267350,0.627382
85,0.266591,0.614706
86,0.267119,0.603259
87,0.268424,0.592878
88,0.238699,0.587675
89,0.235910,0.591541
90,0.233173,0.597261
91,0.231506,0.603711
92,0.212320,0.549883
93,0.109489,0.442376
94,0.279088,0.518920
95,0.228532,0.584005
96,0.225096,0.585704
97,0.258320,0.519354
98,0.235122,0.510425
99,0.256098,0.515807
100,0.213196,0.423443
101,0.185008,0.439007
102,0.226651,0.486166
103,0.138377,0.183147
104,0.148302,0.221620
105,0.160219,0.259986
106,0.226721,0.620870
107,0.230208,0.267098
108,0.220061,0.209482
109,0.212597,0.152702
110,0.163813,0.362929
111,0.126994,0.385997
112,0.230341,0.356061
113,0.138797,0.325092
114,0.240241,0.398838
115,0.237114,0.486009
116,0.111761,0.400416
117,0.136831,0.403800
118,0.156501,0.413663
119,0.187864,0.409383
120,0.210936,0.399591
121,0.227130,0.390613
122,0.258841,0.375074
123,0.115467,0.449670
124,0.126909,0.323114
125,0.269983,0.514114
126,0.232221,0.437252
127,0.097674,0.339839
128,0.239393,0.380263
129,0.225314,0.484919
130,0.148738,0.339452
131,0.236589,0.469325
132,0.119316,0.499537
133,0.230012,0.347888
134,0.246889,0.458810
135,0.165770,0.626231
136,0.171929,0.646746
137,0.107229,0.448181
138,0.143446,0.594439
139,0.104369,0.305563
140,0.237071,0.704254
141,0.272668,0.518773
142,0.217776,0.452869
143,0.112906,0.355070
144,0.178123,0.352645
145,0.191666,0.353039
146,0.219693,0.589877
147,0.121765,0.496272
148,0.268591,0.732620
149,0.221407,0.698560
150,0.199378,0.677493
151,0.265138,0.206292
152,0.299989,0.735885
153,0.204942,0.351188
154,0.217768,0.349129
155,0.226493,0.348791
156,0.116344,0.316658
157,0.214170,0.328073
158,0.199363,0.319286
159,0.184437,0.317504
160,0.170745,0.321244
161,0.162896,0.327616
162,0.097282,0.288418
163,0.168860,0.349649
164,0.281798,0.537378
165,0.228987,0.541196
166,0.241961,0.501750
167,0.259181,0.538098
168,0.272780,0.335229
169,0.191276,0.655811
170,0.213596,0.679225
171,0.265207,0.720685
172,0.150678,0.610345
173,0.225134,0.340317
174,0.249733,0.412382
175,0.298084,0.724534
176,0.243588,0.718231
177,0.115595,0.499547
178,0.252431,0.591087
179,0.249842,0.597745
180,0.248178,0.606910
181,0.247557,0.618533
182,0.246107,0.638819
183,0.224467,0.580280
184,0.221219,0.577504
185,0.218638,0.574745
186,0.200192,0.562096
187,0.138929,0.513172
188,0.249603,0.385589
189,0.240587,0.332072
190,0.231374,0.332903
191,0.228047,0.583618
192,0.143695,0.565289
193,0.255179,0.337871
194,0.240156,0.660310
195,0.273455,0.424191
196,0.259332,0.403322
197,0.273091,0.399265
198,0.240768,0.447272
199,0.296067,0.703937
200,0.294375,0.675954
201,0.266753,0.673920
202,0.200406,0.612393
203,0.210932,0.501572
204,0.219058,0.639484
205,0.170428,0.497971
206,0.195377,0.522945
207,0.160289,0.531789
208,0.264363,0.700893
209,0.233437,0.457561
210,0.191297,0.631549
211,0.213803,0.658662
212,0.183223,0.584376
213,0.129226,0.535476
214,0.165589,0.590189
215,0.126523,0.549055
216,0.183867,0.547425
217,0.241452,0.424275
218,0.242721,0.496884
219,0.235143,0.499266
220,0.247270,0.483353
221,0.226081,0.308906
222,0.197875,0.294109
223,0.173309,0.291394
224,0.154517,0.296713
225,0.143141,0.307891
226,0.138848,0.345894
227,0.101799,0.398865
228,0.151830,0.379644
229,0.168290,0.387225
230,0.190003,0.386149
231,0.210317,0.380644
232,0.225444,0.374295
233,0.235637,0.368659
234,0.103323,0.389475
235,0.236057,0.503686
236,0.249597,0.435797
237,0.252593,0.499953
238,0.261342,0.509781
239,0.253226,0.502441
240,0.240013,0.509668
241,0.264537,0.512734
242,0.267108,0.516327
243,0.235330,0.349693
244,0.243370,0.356928
245,0.248451,0.364108
246,0.158680,0.333252
247,0.146838,0.325245
248,0.287703,0.425186
249,0.392036,0.327612
250,0.294535,0.510306
251,0.456214,0.212774
252,0.347370,0.353261
253,0.363552,0.353137
254,0.380201,0.350624
255,0.400884,0.335150
256,0.332804,0.351553
257,0.370795,0.281936
258,0.349832,0.288159
259,0.389415,0.284777
260,0.401494,0.293584
261,0.418208,0.347364
262,0.357203,0.674838
263,0.398238,0.319910
264,0.471360,0.317013
265,0.438415,0.327598
266,0.367075,0.457086
